AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
25.862,1011.7,66.285,3.4543,20.55,1060.6,549.78,111.08,10.739,4.0015,52.792
25.495,1011.5,64.115,3.4603,20.492,1060.1,550.11,110.78,10.684,3.3451,51.027
24.582,1011.3,72.447,3.3869,20.291,1058.8,549.94,110.68,10.718,3.4574,48.925
23.411,1011.6,81.683,3.4805,20.153,1059.5,549.91,110.99,10.743,3.7148,48.33
23.317,1012,91.303,4.1797,24.469,1084.4,549.97,129.11,11.849,1.7389,55.068
24.654,1012,90.455,4.4007,26.195,1092.9,550.11,134.56,12.186,0.76279,57.792
26.207,1011.8,85.582,4.4138,26.383,1094.1,550.05,134.76,12.257,0.83684,58.106
27.635,1012.1,75.486,4.4559,26.58,1094.9,549.83,134.78,12.322,0.8296,62.592
29.491,1012.2,64.148,4.4833,26.746,1095.7,549.93,134.79,12.359,0.75184,63.586
30.855,1012.2,56.994,4.5319,26.863,1096.6,550,134.79,12.405,0.3983,64.838
31.709,1012.1,49.583,4.5804,27.21,1097.4,549.27,135.33,12.543,0.3002,65.577
31.766,1012,47.986,4.5234,26.715,1096.1,550.02,133.79,12.372,0.5416,66.037
32.499,1011.6,42.792,4.5472,26.84,1097.2,549.75,134.14,12.534,0.43973,68.582
30.31,1011.4,38.653,4.4067,26.516,1095.3,550.01,133.81,12.419,0.47349,69.832
28.972,1011.6,49.36,4.3696,26.5,1095.4,550.11,134.86,12.413,0.79158,67.072
27.261,1011.9,70.528,4.3591,26.328,1094.2,550.27,134.89,12.333,0.73609,60.263
26.332,1011.9,74.486,4.2673,25.894,1091.6,549.94,133.62,12.112,0.81441,58.906
25.564,1011.8,79.504,4.2564,26.008,1092.4,550.07,134.4,12.162,0.92588,58.809
25.19,1011.5,85.065,4.317,26.065,1092.7,550.04,134.75,12.098,0.62826,57.758
24.658,1011.1,84.957,3.5264,20.682,1061.5,549.99,112.17,10.752,3.524,47.553
24.276,1010.9,84.865,3.5738,20.714,1062,550.19,112.78,10.797,3.3524,48.948
23.545,1010.7,89.476,3.5635,20.247,1059.8,550.19,111.35,10.63,4.429,49.714
23.201,1010.4,92.179,3.5768,20.1,1058.7,549.87,110.77,10.576,4.6649,49.054
22.953,1010.4,90.144,3.5628,20.296,1059.9,549.8,111.76,10.521,4.2635,50.913
23.187,1010.6,90.177,3.442,19.496,1054.5,550.15,107.4,10.505,4.9407,49.689
23.403,1010.9,89.526,4.1366,24.226,1081.5,549.95,127.33,11.64,2.2025,56.825
24.209,1011.1,88.773,4.3866,26.057,1092.5,550.14,134.2,12.213,1.1586,59.983
25.616,1011,87.928,4.4046,26.142,1093,549.73,134.01,12.249,1.0774,58.143
27.185,1011,82.872,4.4049,26.452,1094.1,549.94,134.78,12.287,0.74976,57.362
28.991,1010.9,76.955,4.4783,26.576,1095.6,550.15,134.79,12.333,0.21092,57.43
30.325,1010.6,70.616,4.5041,26.691,1096.2,550.06,134.77,12.37,0.11488,59.076
31.454,1010.4,64.843,4.5436,26.835,1096.8,549.96,134.8,12.404,0.64302,62.019
32.279,1010,60.237,4.5609,26.94,1096.9,549.99,134.82,12.407,1.582,64.225
32.559,1009.5,58.28,4.5584,27.002,1096.6,550.11,134.8,12.383,1.2765,63.294
31.71,1009.2,58.096,4.5637,27.04,1097.2,550.02,134.79,12.359,0.89671,64.148
32.014,1009,49.901,4.5696,27.132,1097.7,549.99,134.79,12.335,0.32817,67.353
31.5,1009,51.276,4.5096,26.94,1097,550.07,134.78,12.311,0.55112,66.222
30.083,1009.1,59.931,4.4107,26.595,1095.7,550.1,134.8,12.287,0.58085,61.989
28.218,1009.4,72.443,4.3266,26.275,1094.7,550.13,134.79,12.263,0.56912,58.228
26.804,1009.6,81.924,4.3266,26.172,1093.7,550.18,134.8,12.255,0.46993,55.488
25.905,1009.4,85.937,4.3662,26.132,1093.2,550.11,134.85,12.238,0.50974,55.887
25.458,1009.3,87.741,4.3199,25.873,1091.1,550.09,133.48,12.06,0.74161,55.968
25.385,1009.1,86.904,4.4033,26.107,1092.5,550.03,134.7,12.228,0.92154,57.719
24.93,1008.9,90.2,4.4348,26.026,1092,550.06,134.51,12.203,0.88586,56.211
24.495,1008.8,92.216,3.6217,20.33,1058.9,550.01,110.56,10.614,3.949,45.785
24.185,1008.7,93.654,3.8013,20.502,1059.9,550.07,111.54,10.65,3.7892,46.331
23.954,1008.2,92.747,3.807,20.524,1059.9,549.98,111.81,10.68,4.1381,47.682
23.584,1008.1,92.163,3.7158,20.293,1058.6,550.12,110.97,10.699,4.7195,48.692
23.252,1008.2,93.872,3.7146,20.227,1058.1,549.76,110.78,10.718,4.8145,48.779
23.36,1008.3,94.437,3.6927,20.225,1059,550.31,110.78,10.737,4.4013,47.561
24.177,1008.2,93.998,3.8439,21.512,1065.9,550.21,115.71,11.052,2.8182,46.559
25.845,1008.1,91.227,4.4302,26.019,1091.5,550.11,133.56,12.161,0.50538,55.439
27.581,1008,84.338,4.4325,26.307,1093.4,549.95,133.74,12.264,0.1904,55.104
32.021,1006.4,66.528,4.5469,26.883,1096.3,549.88,134.78,12.383,0.62049,58.653
32.411,1005.8,65.226,4.5518,26.956,1096.4,549.83,134.77,12.388,0.28782,58.167
32.366,1005.6,65.09,4.5468,26.946,1096.2,549.86,134.78,12.38,0.44297,57.325
31.996,1005.3,67.406,4.4741,26.746,1095.1,550.05,134.27,12.217,0.095769,55.73
30.774,1004.9,67.104,4.5015,26.908,1096,550.01,135.01,12.386,0.024168,58.454
29.504,1005,71.349,4.408,26.614,1095.2,550.14,134.77,12.34,0.20078,58.143
27.987,1005.3,77.839,4.3681,26.339,1094.2,550.27,134.78,12.233,0.57033,58.217
26.832,1005.4,83.188,4.3243,26.291,1093.2,550.4,134.77,12.126,0.3712,58.181
26.255,1005.2,84.707,3.6758,21.478,1064.8,550.11,113.93,10.872,4.1305,52.237
25.593,1005.2,86.25,3.8459,22.478,1071.4,549.87,119.73,11.194,2.1546,49.099
24.817,1005,88.854,4.3867,25.719,1089.9,550.17,133.29,12.081,0.91615,57.488
23.969,1004.6,91.685,4.3796,25.45,1088.6,550.25,132.49,11.956,0.93503,57.598
23.676,1004.4,92.516,3.9187,22.356,1070.5,550.03,119.36,11.141,3.2237,53.805
23.453,1004.3,92.644,3.6561,20.252,1058,549.97,110.71,10.551,4.6599,50.381
23,1003.8,93.206,3.8078,20.231,1057.9,550.08,110.76,10.514,4.8941,51.185
22.315,1003.6,93.256,3.8768,20.147,1057.5,549.93,110.77,10.445,5.0591,53.066
21.477,1003.6,94.584,4.0302,20.087,1057.5,550.25,110.76,10.376,5.1475,54.412
21.277,1003.6,96.058,4.1408,21.823,1067.1,550.26,118.01,10.974,4.0147,56.826
22.538,1003.7,97.076,4.5736,25.849,1090.4,550.01,133.97,11.986,1.4181,60.16
25.127,1003.7,94.163,4.5567,26.336,1092.7,550.04,134.69,12.12,1.0999,58.23
26.973,1003.8,86.172,4.5045,26.255,1092.7,550,134.29,12.163,0.81211,57.975
28.432,1003.8,79.032,4.4902,26.195,1092.6,550.17,133.78,12.185,0.66685,58.187
29.514,1003.5,74.62,4.5063,26.219,1092.8,549.99,133.79,12.202,0.70721,58.63
29.976,1003,73.817,4.5383,26.426,1093.8,549.97,134.44,12.255,0.71561,59.191
30.445,1003,72.342,4.5422,26.511,1094.2,550.14,134.62,12.233,0.64352,57.329
30.855,1002.8,70.442,4.4568,25.96,1090.9,550.17,131.8,12.112,0.44792,53.796
31.091,1002.6,70.368,4.4574,26.019,1091,550.03,131.87,12.135,0.42888,54.021
29.555,1002.9,77.52,4.4097,26.097,1091.3,549.79,132.8,12.159,0.76328,55.923
27.16,1004.2,74.017,4.2111,25.663,1089.9,549.99,132.85,12.191,1.0722,59.932
23.627,1004.7,93.101,4.3257,25.723,1090.1,549.92,133.79,12.223,1.1605,60.063
23.946,1005.2,93.468,4.2984,25.832,1090.8,549.95,133.79,12.255,1.2909,59.863
23.838,1006,90.911,4.3472,25.848,1091.3,550,134.45,12.287,1.046,59.869
23.963,1006.4,86.742,4.2847,26.018,1092.6,550.17,135.18,12.144,0.70088,61.579
23.696,1007.5,80.532,4.2004,25.805,1092.3,550.3,135.24,12.251,1.0466,64.225
22.155,1007.6,88.33,4.2151,25.333,1090,549.98,134.19,12.03,1.3612,62.921
21.186,1008.2,93.01,4.2418,25.662,1091.6,549.98,135.61,12.226,1.245,64.196
20.519,1008.5,94.046,3.6174,21.033,1064.4,549.73,115.6,10.875,2.5951,52.89
20.112,1008.6,97.368,3.5705,19.804,1056.7,549.99,110.3,10.499,3.788,51.348
20.465,1008.1,93.666,3.5421,19.986,1058,549.96,110.76,10.519,3.4947,52.425
20.735,1008.4,91.443,3.4888,19.932,1057.5,550.13,110.76,10.524,4.0032,53.444
20.66,1009.1,87.582,3.4436,19.882,1057.7,549.92,110.75,10.538,3.7601,53.934
20.731,1009.7,83.222,3.8499,23.335,1078,550.07,125.74,11.481,1.8802,61.051
20.941,1010.4,83.58,4.1753,25.497,1090.8,549.93,134.79,12.025,1.3162,66.831
21.898,1011.4,78.743,4.1593,25.579,1091.4,549.98,134.75,12.138,1.5808,67.637
22.403,1012.5,75.169,4.1628,25.672,1091.5,549.77,134.74,12.153,1.0449,66.815
23.221,1012.9,70.032,4.1983,25.76,1092,549.63,134.74,12.169,0.79207,66.291
24.003,1013.1,64.169,4.2187,25.846,1092.6,549.85,134.75,12.195,0.61496,67.457
24.655,1013.1,59.28,4.2521,25.909,1093.2,550.24,134.74,12.235,0.43491,67.588
25.746,1012.9,52.28,4.3142,26.021,1093.7,550.02,134.75,12.257,0.75064,70.178
26.04,1012.9,54.118,4.3313,26.01,1093.7,550.19,134.75,12.249,0.45809,67.763
26.349,1013.2,51.689,4.3268,26.064,1094,550.39,134.77,12.253,0.3046,68.522
26.476,1013.5,51.337,4.3533,26.083,1094.1,550.13,134.77,12.257,0.7973,69.112
26.244,1013.7,52.134,4.3549,26.104,1094.3,549.57,134.77,12.267,1.0849,68.61
25.204,1014.3,58.465,4.3115,25.909,1093.5,549.58,134.77,12.279,1.0106,66.674
24.092,1015,65.117,4.2804,25.86,1093.1,549.59,134.78,12.29,1.8458,66.934
23.648,1015.6,67.968,4.2726,25.87,1092.8,549.58,134.78,12.301,1.3204,65.139
22.913,1015.9,68.938,4.1986,25.678,1091.3,550.07,134.77,12.312,1.451,64.978
21.876,1015.9,73.266,4.1857,25.616,1091.3,550.06,135.18,12.283,1.1662,65.74
20.503,1015.7,80.361,4.2003,25.362,1090.5,549.94,134.92,12.164,1.5974,65.877
19.274,1015.5,84.76,4.255,25.26,1090.3,550.09,135.06,12.154,1.6738,66.379
18.412,1015.4,88.125,3.9909,23.1,1077.3,549.85,125.86,11.483,2.3029,62.112
17.792,1015.3,88.991,3.4778,19.638,1057.4,549.99,111.35,10.543,4.1839,59.756
17.367,1015.5,90.454,3.4714,19.444,1056.6,549.95,110.76,10.466,4.4299,61.032
17.477,1015.5,90.48,3.4401,19.466,1056.9,549.96,110.74,10.381,4.7643,63.172
17.65,1016.1,90.601,3.4615,19.455,1056.4,550.19,110.46,10.337,4.9931,63.529
18.098,1016.6,89.959,3.9708,23.13,1078,549.89,125.99,11.522,2.9009,66.145
19.365,1017,88.609,4.2666,25.346,1090.7,550,134.71,12.126,1.0477,66.315
21.842,1017.2,77.606,4.3023,25.757,1092.8,550.22,134.74,12.151,0.5958,67.982
24.291,1017.6,60.214,4.3801,26.018,1093.4,549.97,134.77,12.177,1.0359,70.826
25.111,1017.6,57.221,4.3941,26.046,1094.3,549.56,134.79,12.202,0.65988,70.8
25.591,1017.4,53.161,4.3896,26.009,1094.1,549.71,134.38,12.228,0.51447,71.149
26.133,1017.1,50.897,4.3871,25.905,1093.3,550.33,133.76,12.325,0.22293,69.607
26.411,1017,50.603,4.4409,26.288,1095.5,549.73,135.38,12.365,0.31291,70.583
26.558,1016.6,48.724,4.3839,25.87,1093.3,549.87,133.77,12.229,0.39314,69.347
26.573,1016.4,49.175,4.3762,25.865,1093.3,550.18,133.77,12.232,0.39474,69.258
26.236,1016.3,49.919,4.3754,25.897,1093.6,550.08,134.04,12.227,0.94973,69.297
25.692,1016,51.626,4.3772,25.986,1094.1,549.92,134.76,12.197,0.93562,69.366
24.924,1015.9,56.847,4.337,25.878,1093.9,550.4,134.76,12.157,0.57906,67.888
24.189,1016.4,61.918,4.3061,25.745,1093.4,550.37,134.75,12.116,0.70745,65.573
23.421,1016.6,65.688,4.2856,25.788,1093,549.86,134.96,12.075,0.19208,64.7
22.351,1016.6,66.702,4.2277,25.659,1091.8,549.86,135.23,12.034,0.8447,65.705
21.379,1016.9,70.514,4.1559,25.572,1091.5,550.28,135.02,12.105,0.45598,68.679
20.085,1017.1,76.294,4.0926,24.96,1086.3,548.51,132.53,12.051,2.5051,69.306
17.473,1016.5,86.252,3.4721,20.01,1052.9,545.08,112.06,10.635,10.275,71.49
16.99,1016.2,87.362,3.423,19.59,1057.8,550.14,111.53,10.617,4.1313,64.029
16.708,1016,87.445,3.4069,19.392,1056.7,549.87,110.75,10.479,4.5961,64.337
16.439,1016.1,87.546,3.3519,19.393,1056.5,550.23,110.74,10.527,5.4619,66.303
16.434,1016.3,88.014,3.357,19.444,1056.7,550,110.75,10.612,5.2453,65.551
17.881,1016.4,86.838,3.7178,21.931,1070.8,549.83,120.34,11.218,2.9622,62.749
20.967,1016.4,79.33,4.3129,25.826,1092.9,550.09,135.02,12.172,0.053859,67.103
24.834,1016.1,57.309,4.4142,26.039,1094.3,550.37,134.71,12.264,0.22042,70.284
25.828,1015.7,52.098,4.431,26.119,1094.4,549.95,134.72,12.287,0.13708,70.718
26.507,1015.5,48.341,4.4577,26.179,1094.8,549.71,134.73,12.312,0.33687,71.993
26.991,1015.3,45.893,4.4562,26.208,1095,549.94,134.73,12.314,0.41655,72.709
27.149,1014.9,46.062,4.4924,26.415,1095.9,549.87,135.57,12.335,0.65806,74.367
26.971,1014.7,49.114,4.4484,26.167,1094.3,549.84,134.75,12.229,0.77313,73.029
26.693,1014.5,50.304,4.416,26.137,1094.3,550.28,134.74,12.169,0.79039,71.72
26.139,1014.6,53.954,4.3864,26.078,1094.1,549.82,134.74,12.109,0.20864,69.23
25.125,1014.8,64.254,3.9225,23.088,1076.9,549.7,122.94,11.528,1.3925,57.296
24.059,1015.1,71.558,4.0446,24.167,1083,549.97,127.66,11.832,1.6137,59.675
23.331,1015.4,76.906,3.8303,22.72,1074.4,549.95,121.52,11.343,2.3869,59.178
20.531,1014.7,86.795,3.5027,20.172,1056,547.71,111.31,10.559,6.2164,63.986
19.867,1014.6,87.997,3.4559,19.748,1057,550.09,110.21,10.501,3.7906,55.199
19.153,1014,88.457,3.478,19.883,1057.9,550.11,111.1,10.535,4.264,58.203
18.578,1014,88.778,3.4878,19.787,1058.1,550,111.41,10.566,4.888,61.36
18.207,1014,89.543,3.4805,19.571,1056.9,549.91,110.75,10.5,5.4815,62.547
17.798,1014,90.442,3.4844,19.549,1057,549.8,110.76,10.504,5.0508,60.933
17.628,1014.1,91.029,3.4821,19.526,1057,550.04,110.74,10.427,4.7185,61.134
18.015,1014.1,93.038,3.526,19.754,1058.1,549.98,111.41,10.556,4.6966,59.932
19.86,1014.2,92.085,3.8827,22.454,1073.4,550.14,121.59,11.304,3.2713,61.273
22.82,1014.6,77.365,4.3332,25.799,1092.2,550.21,134.54,12.035,1.6197,67.532
24.293,1014.9,66.699,4.3701,25.925,1092.9,550.05,134.74,12.062,0.88629,67.639
25.307,1014.8,60.988,4.4037,26.043,1093.4,550.11,134.77,12.089,0.97838,69.526
26.058,1014.7,60.456,4.421,26.133,1093.9,550.1,134.75,12.116,0.72575,69.073
26.657,1014.6,59.984,3.7084,21.089,1064.6,549.98,113.42,10.869,2.9114,55.751
26.934,1014.3,57.46,4.452,26.175,1094.4,549.93,134.83,12.243,0.80219,68.971
26.943,1014.2,56.508,4.4026,25.937,1093.1,549.95,133.76,12.229,1.6368,70.249
26.714,1014.2,53.699,4.0989,23.969,1081.4,549.94,125.6,11.658,2.0212,65.86
26.442,1014.3,53.727,3.5282,20.13,1059.4,549.85,109.79,10.598,3.5235,56.405
25.683,1014.4,60.266,3.4806,20.071,1059,550.22,109.8,10.565,4.0506,55.591
24.613,1014.8,67.125,3.9987,23.814,1080.8,550.25,126.16,11.63,1.8757,62.033
23.586,1015.6,72.814,4.0115,23.987,1082.4,550.29,127.52,11.629,1.7841,64.238
22.595,1015.9,76.277,3.4213,19.893,1058.4,550.11,110.68,10.699,4.4803,57.941
21.732,1015.7,80.541,3.8003,22.597,1074.4,549.76,122.52,11.341,2.7741,62.286
21.411,1015.6,81.175,3.3894,19.945,1058.3,549.82,110.71,10.557,3.8763,56.9
21.092,1015.3,81.219,3.3594,19.7,1056.4,549.91,109.39,10.496,3.7374,56.752
20.646,1014.9,82.093,3.375,19.908,1057.8,549.97,110.4,10.54,3.4407,57.205
20.197,1014.7,83.629,3.3359,19.692,1056.3,549.85,109.72,10.49,3.518,57.185
19.295,1014.7,86.578,3.4012,19.468,1056,550.02,109.75,10.447,4.198,58.231
18.689,1015,89.365,3.4529,19.398,1055.6,550.14,109.75,10.447,4.3508,58.257
18.446,1014.9,90.56,3.4541,19.371,1056,550.2,109.75,10.446,4.3684,59.192
18.238,1015.1,92.074,3.4761,19.357,1056,550.06,109.75,10.45,4.7172,60.012
18.641,1015.4,92.964,3.4683,19.426,1055.9,550.05,109.76,10.422,4.8086,59.328
20.061,1015.4,90.827,3.9393,22.852,1075.9,550.25,123.3,11.365,2.8735,62.681
23.09,1015.6,76.687,4.3304,25.717,1092.1,549.81,133.72,12.163,0.95791,65.707
24.871,1016,70.265,4.3662,25.844,1092.9,549.74,133.99,12.257,0.25441,65.112
25.899,1016.1,65.088,4.3838,25.902,1092.9,549.88,133.74,12.245,0.53618,66.211
26.716,1016.1,64.072,4.4094,25.942,1093,550.01,133.73,12.232,1.1512,66.949
26.913,1016.1,64.298,4.3995,25.92,1093.5,550.12,133.73,12.228,0.88328,65.664
27.152,1016.2,62.933,4.4038,25.954,1093.9,550.16,133.73,12.235,1.0229,66.142
27.38,1016,61.187,4.4077,25.971,1093.6,550.11,133.74,12.238,1.0507,67.039
26.984,1016.1,63.367,4.3633,25.893,1093,549.99,133.74,12.181,1.0073,66.378
26.5,1016.3,64.944,3.5438,20.508,1061.2,550,110.93,10.695,3.1435,53.731
26.188,1016.4,65.223,3.4959,20.08,1059,550.2,109.63,10.556,2.1044,50.339
25.198,1016.5,71.376,3.448,19.944,1058.1,549.79,109.38,10.623,2.6916,51.683
24.356,1016.9,77.493,3.8969,23.087,1076.7,550.07,123.13,11.468,1.8965,57.997
23.864,1017.2,81.298,3.6603,21.414,1066.7,549.99,115.66,10.962,3.6689,56.711
23.555,1017.4,81.592,3.8244,22.677,1074.2,550.21,121.33,11.263,3.1641,58.88
23.188,1017.6,81.438,4.2789,25.636,1092.1,550.2,134.03,12.092,1.2295,64.729
22.644,1017.8,82.617,3.9642,23.643,1080.2,550.36,125.86,11.6,1.8635,60.78
22.264,1017.9,83.214,3.4394,20.051,1059.1,549.95,110.79,10.551,3.8433,54.886
21.268,1017.9,85.98,3.4329,19.912,1058.6,549.8,110.74,10.636,3.9589,55.048
21.407,1017.7,86.827,3.497,20.006,1058.7,550.1,110.53,10.629,3.5744,54.852
21.259,1017.8,86.016,3.4152,19.542,1056.5,549.91,109.07,10.42,3.7619,56.091
21.096,1017.8,85.998,3.4299,19.702,1057.2,549.85,109.65,10.51,4.4039,56.608
21.149,1017.9,83.654,3.4259,19.71,1057.3,550.09,109.76,10.506,4.2707,56.031
21.118,1018.1,85.343,3.4401,19.775,1057.2,549.93,109.76,10.496,3.7961,54.39
22.446,1018.4,82.827,3.4615,19.998,1058.2,550.1,109.77,10.461,3.4588,52.548
24.206,1018.8,76.854,4.1345,24.255,1083.8,549.97,127.75,11.747,2.146,62.532
25.24,1018.9,68.029,4.3563,25.654,1092.1,550.1,133.31,12.05,1.4582,67.834
26.061,1019,63.713,4.4022,25.843,1093.1,550.25,133.72,12.061,1.6213,69.492
26.61,1019,65.856,4.421,25.881,1093.9,549.89,133.72,12.074,0.17212,62.364
27.252,1018.8,61.581,4.4176,25.894,1093.4,549.72,133.59,12.099,0.027221,62.458
27.496,1018.5,59.507,4.4134,25.92,1093.3,549.69,133.58,12.163,1.2304,67.696
27.364,1018.4,60.512,4.3267,25.395,1090.4,550.03,131.47,12.057,0.92997,65.582
26.673,1018.5,63.489,3.5358,20.265,1060.2,549.88,110.26,10.697,3.3577,53.758
25.816,1018.4,66.023,3.5083,20.304,1060.3,550.13,110.66,10.673,3.074,53.605
24.99,1018.4,71.092,3.6884,21.645,1068.3,550.14,116.83,11.124,2.8812,56.958
23.986,1018.6,76.545,4.2956,25.873,1093.5,550,135.13,12.271,0.49235,64.72
23.465,1018.7,79.094,4.2425,25.571,1091.8,550.24,133.78,12.186,0.75858,62.445
23.283,1018.3,78.523,4.2371,25.52,1091.6,550.42,133.72,12.255,0.60916,62.01
23.08,1018.2,76.401,4.2494,25.62,1091.8,550.42,134.18,12.303,0.32114,62.923
22.734,1018,75.133,3.8401,22.831,1075.4,550.04,122.33,11.404,2.2044,59.661
22.418,1017.8,75.718,3.3869,19.691,1056.9,549.89,109.2,10.524,4.7358,55.601
21.872,1017.6,76.427,3.351,19.737,1057.4,550.07,109.74,10.48,4.4211,55.71
20.611,1017.5,80.243,3.3402,19.553,1056.6,550.04,109.72,10.472,4.6945,58.669
19.336,1017.1,85.724,3.3793,19.435,1056.2,550.11,109.74,10.461,4.9535,60.019
18.72,1016.8,87.904,3.3971,19.205,1055,549.96,109.02,10.418,5.1247,60.295
18.24,1016.7,89.565,3.3711,19.15,1054.3,550,108.77,10.386,4.5943,58.805
18.384,1016.8,90.885,3.5383,20.304,1060.7,549.87,113.34,10.682,3.4776,58.298
20.059,1016.6,89.036,4.3065,25.468,1090.7,550.35,134,12.085,0.32671,62.326
22.863,1016.6,76.472,4.3102,25.56,1091.8,550.07,133.74,12.154,0.71738,64.439
24.472,1016.6,69.229,4.3402,25.644,1091.8,549.92,133.77,12.176,0.73498,64.202
25.273,1016.2,66.557,4.3596,25.721,1092.1,549.82,133.79,12.187,0.87976,68.492
25.927,1015.6,63.303,4.3445,25.575,1091.9,549.96,132.85,12.175,1.3495,65.647
26.452,1015.2,62.712,4.3678,25.62,1092.1,550.07,132.79,12.163,1.4363,65.477
27.018,1014.7,60.039,4.3637,25.682,1092.1,549.85,132.8,12.171,1.5602,65.986
27.172,1014.4,59.219,4.3644,25.687,1092.1,549.72,132.81,12.17,1.5511,66.242
26.948,1014.2,60.369,4.3559,25.633,1092.1,549.71,132.8,12.161,1.1492,65.581
26.589,1014.1,61.018,4.0759,23.81,1080.9,549.67,125.3,11.6,1.8944,61.522
25.972,1014.2,64.043,3.4744,20.037,1058.5,550.04,109.56,10.592,3.7636,52.753
24.939,1014.1,68.783,4.0845,24.317,1083.8,550.07,128.26,11.787,2.0834,62.178
24.044,1014.2,73.368,4.2343,25.382,1089.9,549.89,132.79,12.115,0.87508,63.384
23.391,1014.5,74.311,4.2064,25.236,1089.6,550.2,132.77,12.167,0.99873,62.506
22.424,1014.4,77.545,4.1818,25.156,1089.5,550.15,133.18,12.061,1.2306,63.47
21.538,1014.1,79.848,4.0885,24.622,1086.3,549.78,131.22,11.861,1.2714,62.033
21.181,1013.6,82.072,3.3771,19.636,1056.4,549.97,109.19,10.503,4.643,56.348
20.519,1013.5,83.058,3.3627,19.492,1055.6,550.09,109.11,10.435,5.1074,57.129
19.79,1013.5,86.163,3.3937,19.251,1055,550.08,108.76,10.37,5.1601,57.477
19.308,1013.3,89.202,3.387,19.22,1054.7,549.91,108.75,10.385,5.0904,57.205
18.975,1013.2,91.157,3.4586,19.345,1055.3,550.04,109.4,10.411,5.0287,57.804
18.921,1012.7,91.998,3.5135,19.448,1055.8,549.83,109.77,10.43,4.4731,56.834
18.515,1012.7,92.479,3.5539,19.408,1055.4,550.02,109.52,10.409,4.4783,57.166
18.499,1012.8,93.361,3.5264,19.497,1055.6,550.12,109.78,10.365,4.1054,54.639
19.777,1012.7,94.37,4.275,24.852,1086.7,549.88,131.71,11.841,1.0338,58.467
22.708,1012.8,83.973,4.3338,25.636,1090.9,549.84,133.69,12.073,0.20498,61.68
24.451,1012.8,73.905,4.3461,25.694,1091.4,550.03,133.78,12.094,0.32155,63.049
25.394,1012.6,70.641,4.3644,25.718,1091.5,550.19,133.22,12.117,0.17629,63.096
26.25,1012.5,67.363,4.3675,25.713,1091.4,550.07,132.79,12.146,0.75032,64.25
27.032,1012.3,65.014,4.8076,28.728,1096.1,542.69,141.32,12.86,0.89395,63.514
27.467,1012,64.216,4.4263,26.013,1093.3,550.18,133.87,12.336,0.91944,66.044
27.663,1011.7,63.699,4.8975,29.492,1098.2,541.12,145.09,13.093,1.064,61.443
27.396,1011.5,64.872,4.9132,29.805,1099.7,541.31,148.02,13.258,1.4674,60.542
26.982,1011.7,66.739,4.9765,30.314,1099.9,539.3,149.02,13.272,1.3358,59.264
26.231,1011.7,70.675,4.9632,30.314,1100,539.12,149.09,13.211,1.2223,57.757
25.218,1011.8,76.607,4.9377,30.25,1099.9,539.42,148.81,13.219,0.54883,58.107
24.428,1012.3,81.73,4.2544,25.428,1090.1,549.71,133.3,12.186,1.3908,61.684
23.925,1012.6,84.56,4.3085,25.552,1090.8,550.39,133.77,12.241,1.5293,62.477
23.448,1012.5,85.881,4.273,25.395,1090,550.26,133.29,12.099,2.1154,63.164
22.695,1012.4,88.052,4.3121,25.389,1089.9,550.39,133.91,12.242,1.8505,63.446
21.966,1012.3,90.437,4.3608,25.416,1090.3,550.17,134.07,12.135,2.5283,64.298
21.461,1012.2,92.19,4.3968,25.418,1090.3,550.25,134,12.042,1.9776,63.923
21.231,1012.1,91.665,4.3673,25.235,1089.7,550.11,133.66,12.048,1.9546,63.97
21.382,1012,91.714,4.3797,25.449,1090.4,550.17,134.22,12.139,2.0827,64.876
21.65,1011.9,91.024,4.3395,25.25,1090.1,549.78,133.69,12.075,1.1482,61.595
21.645,1011.9,90.737,4.3399,25.202,1090.2,549.61,133.69,11.985,1.353,62.309
21.601,1012,90.936,4.3035,25.177,1089.7,549.94,133.53,11.9,1.2572,61.7
21.599,1012.1,91.229,4.323,25.284,1089.8,550.25,133.46,11.905,1.4954,63.488
23.057,1012.2,87.677,4.6631,27.843,1097,546.06,140.75,12.634,1.2438,63.748
24.43,1012.3,83.401,4.8452,29.15,1100.1,542.91,144.32,12.912,1.1859,63.877
25.45,1012.5,76.836,4.3863,25.838,1092.4,550.03,134.01,12.217,1.4332,64.696
26.101,1012.5,73.206,4.4128,25.932,1093,550.31,134.09,12.264,1.8723,66.555
26.862,1012.3,70.267,4.4266,25.965,1092.9,549.96,133.79,12.218,1.5712,64.836
27.436,1012,67.613,4.4487,26.019,1093.3,550.15,133.79,12.223,1.7818,64.164
28.013,1011.9,64.827,4.4575,26.052,1093.4,550.09,133.8,12.223,1.6917,64.298
28.044,1011.6,64.366,4.4475,26.043,1093,549.96,133.78,12.21,1.3935,64.088
27.827,1011.4,65.429,4.4274,25.97,1092.7,549.94,133.78,12.196,1.2989,63.976
27.203,1011.2,68.189,4.3991,25.867,1092.1,550.24,133.78,12.183,1.2927,63.355
26.347,1011.1,71.16,4.3541,25.766,1091.7,550.41,133.76,12.17,1.0961,62.811
25.297,1011.1,77.684,4.3171,25.653,1091.1,550.41,133.77,12.156,1.8971,62.657
24.546,1011.4,81.399,4.294,25.607,1090.8,550.17,133.77,12.143,2.0064,60.083
24.19,1011.7,81.673,4.2611,25.53,1090.4,549.9,133.38,12.085,2.1279,60.229
